"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 21 14:53:01 GMT 2023","Thu Dec 21 14:53:02 GMT 2023","1785","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Details",""
"passed","Thu Dec 21 14:04:03 GMT 2023","Thu Dec 21 14:04:03 GMT 2023","345","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","List Details",""
"passed","Thu Dec 21 14:16:07 GMT 2023","Thu Dec 21 14:16:50 GMT 2023","43808","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Check Duplicated Campaign's Activity",""
"skipped","Thu Dec 21 14:57:45 GMT 2023","Thu Dec 21 14:57:45 GMT 2023","1","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Check Automation Activity",""
"passed","Thu Dec 21 14:16:52 GMT 2023","Thu Dec 21 14:16:55 GMT 2023","2763","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscriber Delete",""
"passed","Thu Dec 21 14:21:23 GMT 2023","Thu Dec 21 14:21:24 GMT 2023","986","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","List Create",""
"failed","Thu Dec 21 14:24:33 GMT 2023","Thu Dec 21 14:24:56 GMT 2023","23931","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Subscriber's info - Signed up through Contact Form 7",""
"failed","Thu Dec 21 14:13:11 GMT 2023","Thu Dec 21 14:13:32 GMT 2023","21100","api_test_suite","main.spec.ts","Forms Functionalities","","","Form's Subscriber Delete",""
"passed","Thu Dec 21 14:21:45 GMT 2023","Thu Dec 21 14:21:46 GMT 2023","1006","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Automation Delete",""
"passed","Thu Dec 21 14:19:19 GMT 2023","Thu Dec 21 14:19:22 GMT 2023","2683","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Automation Create",""
"passed","Thu Dec 21 14:19:14 GMT 2023","Thu Dec 21 14:19:15 GMT 2023","1017","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscribe on the Created List",""
"passed","Thu Dec 21 14:04:06 GMT 2023","Thu Dec 21 14:04:06 GMT 2023","824","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Segment Update",""
"passed","Thu Dec 21 14:04:10 GMT 2023","Thu Dec 21 14:04:11 GMT 2023","927","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Verify Segment on Subscriber",""
"passed","Thu Dec 21 14:04:03 GMT 2023","Thu Dec 21 14:04:04 GMT 2023","810","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Create Custom Field",""
"passed","Thu Dec 21 14:18:24 GMT 2023","Thu Dec 21 14:19:07 GMT 2023","43164","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Check Re-Duplicated Campaign's Subscribers Count",""
"failed","Thu Dec 21 14:28:15 GMT 2023","Thu Dec 21 14:28:36 GMT 2023","20945","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Delete",""
"failed","Thu Dec 21 14:08:41 GMT 2023","Thu Dec 21 14:09:00 GMT 2023","18868","api_test_suite","main.spec.ts","Forms Functionalities","","","Check Automation Status",""
"passed","Thu Dec 21 14:04:17 GMT 2023","Thu Dec 21 14:04:19 GMT 2023","2449","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Create",""
"passed","Thu Dec 21 14:15:57 GMT 2023","Thu Dec 21 14:15:58 GMT 2023","1012","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Check Subscriber's Campaign Activity",""
"passed","Thu Dec 21 14:21:52 GMT 2023","Thu Dec 21 14:21:54 GMT 2023","1489","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Delete Automation Delay",""
"failed","Thu Dec 21 14:45:37 GMT 2023","Thu Dec 21 14:45:58 GMT 2023","20962","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Check Automation Status",""
"passed","Thu Dec 21 15:03:03 GMT 2023","Thu Dec 21 15:03:07 GMT 2023","3835","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Campaign Send",""
"passed","Thu Dec 21 14:04:19 GMT 2023","Thu Dec 21 14:04:20 GMT 2023","1153","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Details",""
"passed","Thu Dec 21 14:53:02 GMT 2023","Thu Dec 21 14:53:04 GMT 2023","1583","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Delete Automation Delay",""
"passed","Thu Dec 21 15:02:38 GMT 2023","Thu Dec 21 15:02:39 GMT 2023","287","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Segment Create (Using Email Address)",""
"passed","Thu Dec 21 14:19:16 GMT 2023","Thu Dec 21 14:19:17 GMT 2023","1017","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscriber Delete",""
"passed","Thu Dec 21 14:04:09 GMT 2023","Thu Dec 21 14:04:09 GMT 2023","292","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Delete Custom Field",""
"passed","Thu Dec 21 14:20:16 GMT 2023","Thu Dec 21 14:20:22 GMT 2023","6179","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Affiliate Integration",""
"passed","Thu Dec 21 14:53:04 GMT 2023","Thu Dec 21 14:53:06 GMT 2023","1702","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Activation",""
