"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 16 07:43:29 GMT 2023","Thu Feb 16 07:43:31 GMT 2023","1661","","main.spec.ts","","","","Campaign Send",""
"passed","Thu Feb 16 07:43:28 GMT 2023","Thu Feb 16 07:43:28 GMT 2023","194","","main.spec.ts","","","","List Details",""
"passed","Thu Feb 16 07:43:28 GMT 2023","Thu Feb 16 07:43:28 GMT 2023","224","","main.spec.ts","","","","List Update",""
"skipped","Thu Feb 16 07:43:29 GMT 2023","Thu Feb 16 07:43:29 GMT 2023","1","","main.spec.ts","","","","Subscriber Delete",""
"skipped","Thu Feb 16 07:43:28 GMT 2023","Thu Feb 16 07:43:28 GMT 2023","1","","main.spec.ts","","","","List Delete",""
"passed","Thu Feb 16 07:43:28 GMT 2023","Thu Feb 16 07:43:28 GMT 2023","235","","main.spec.ts","","","","Subscriber Create",""
"passed","Thu Feb 16 07:43:28 GMT 2023","Thu Feb 16 07:43:29 GMT 2023","216","","main.spec.ts","","","","Subscriber Update",""
"passed","Thu Feb 16 07:43:31 GMT 2023","Thu Feb 16 07:43:32 GMT 2023","995","","main.spec.ts","","","","Duplicate a Campaign & Send",""
"passed","Thu Feb 16 07:43:27 GMT 2023","Thu Feb 16 07:43:27 GMT 2023","227","","main.spec.ts","","","","List Create",""
"passed","Thu Feb 16 07:43:27 GMT 2023","Thu Feb 16 07:43:28 GMT 2023","202","","main.spec.ts","","","","lists of List",""
"passed","Thu Feb 16 07:43:29 GMT 2023","Thu Feb 16 07:43:29 GMT 2023","322","","main.spec.ts","","","","Campaign Create",""
"passed","Thu Feb 16 07:43:27 GMT 2023","Thu Feb 16 07:43:27 GMT 2023","339","","main.spec.ts","","","","Login",""
"passed","Thu Feb 16 07:43:32 GMT 2023","Thu Feb 16 07:43:32 GMT 2023","212","","main.spec.ts","","","","Campaign Delete",""
