"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 04 09:19:21 GMT 2024","Thu Jan 04 09:19:24 GMT 2024","2663","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Delete woocom Product",""
"passed","Thu Jan 04 09:12:00 GMT 2024","Thu Jan 04 09:12:00 GMT 2024","301","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Re-Check Subscriber Status",""
"passed","Thu Jan 04 09:10:10 GMT 2024","Thu Jan 04 09:10:10 GMT 2024","315","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Assign Tag on Subscriber",""
"passed","Thu Jan 04 09:09:33 GMT 2024","Thu Jan 04 09:09:57 GMT 2024","23864","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","List Create",""
"passed","Thu Jan 04 09:17:37 GMT 2024","Thu Jan 04 09:17:40 GMT 2024","2594","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Create",""
"passed","Thu Jan 04 09:17:46 GMT 2024","Thu Jan 04 09:17:59 GMT 2024","12979","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Create Contact Form 7 - e2e",""
"passed","Thu Jan 04 09:10:02 GMT 2024","Thu Jan 04 09:10:03 GMT 2024","971","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Segment Create (Contains Created Tag)",""
"passed","Thu Jan 04 09:17:13 GMT 2024","Thu Jan 04 09:17:16 GMT 2024","2147","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Delete Automation Delay",""
"passed","Thu Jan 04 09:10:15 GMT 2024","Thu Jan 04 09:10:16 GMT 2024","1046","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Subscriber Delete",""
"passed","Thu Jan 04 09:15:19 GMT 2024","Thu Jan 04 09:15:21 GMT 2024","1913","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Delete List",""
"passed","Thu Jan 04 09:15:27 GMT 2024","Thu Jan 04 09:15:29 GMT 2024","1721","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscriber Delete",""
"passed","Thu Jan 04 09:17:37 GMT 2024","Thu Jan 04 09:17:37 GMT 2024","322","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Contact Form 7 - List Create",""
"passed","Thu Jan 04 09:10:13 GMT 2024","Thu Jan 04 09:10:14 GMT 2024","925","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Tag Delete",""
"skipped","Thu Jan 04 09:10:51 GMT 2024","Thu Jan 04 09:10:51 GMT 2024","2","api_test_suite","main.spec.ts","Forms Functionalities","","","Forms Added into Site Frontend - e2e",""
"passed","Thu Jan 04 09:15:24 GMT 2024","Thu Jan 04 09:15:25 GMT 2024","1015","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscribe on the Created List",""
"passed","Thu Jan 04 09:17:16 GMT 2024","Thu Jan 04 09:17:17 GMT 2024","1530","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Automation Activation",""
"passed","Thu Jan 04 09:19:13 GMT 2024","Thu Jan 04 09:19:14 GMT 2024","1034","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Check Automation Activity",""
"passed","Thu Jan 04 09:09:59 GMT 2024","Thu Jan 04 09:09:59 GMT 2024","948","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","List Details",""
"passed","Thu Jan 04 09:18:45 GMT 2024","Thu Jan 04 09:18:54 GMT 2024","9112","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","weMail <-> WooCommerce - API",""
"passed","Thu Jan 04 09:13:54 GMT 2024","Thu Jan 04 09:13:55 GMT 2024","948","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Subscriber Added into Suppression List",""
"passed","Thu Jan 04 09:10:41 GMT 2024","Thu Jan 04 09:10:42 GMT 2024","1174","api_test_suite","main.spec.ts","Forms Functionalities","","","Form Sync with APP",""
"passed","Thu Jan 04 09:21:25 GMT 2024","Thu Jan 04 09:21:26 GMT 2024","989","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Un-assign Tag on Subscriber",""
