"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 06:06:44 GMT 2023","Tue Feb 28 06:06:45 GMT 2023","208","","main.spec.ts","","","","Subscriber Update",""
"skipped","Tue Feb 28 06:06:45 GMT 2023","Tue Feb 28 06:06:45 GMT 2023","2","","main.spec.ts","","","","Subscriber Delete",""
"passed","Tue Feb 28 06:06:44 GMT 2023","Tue Feb 28 06:06:44 GMT 2023","193","","main.spec.ts","","","","lists of List",""
"passed","Tue Feb 28 06:06:44 GMT 2023","Tue Feb 28 06:06:44 GMT 2023","186","","main.spec.ts","","","","List Details",""
"passed","Tue Feb 28 06:06:44 GMT 2023","Tue Feb 28 06:06:44 GMT 2023","221","","main.spec.ts","","","","Subscriber Create",""
"passed","Tue Feb 28 06:06:45 GMT 2023","Tue Feb 28 06:06:47 GMT 2023","2069","","main.spec.ts","","","","Campaign Send",""
"passed","Tue Feb 28 06:06:45 GMT 2023","Tue Feb 28 06:06:45 GMT 2023","296","","main.spec.ts","","","","Campaign Create",""
"skipped","Tue Feb 28 06:06:44 GMT 2023","Tue Feb 28 06:06:44 GMT 2023","1","","main.spec.ts","","","","List Delete",""
"passed","Tue Feb 28 06:06:43 GMT 2023","Tue Feb 28 06:06:43 GMT 2023","281","","main.spec.ts","","","","Login",""
"skipped","Tue Feb 28 06:06:48 GMT 2023","Tue Feb 28 06:06:48 GMT 2023","1","","main.spec.ts","","","","Campaign Delete",""
"passed","Tue Feb 28 06:06:44 GMT 2023","Tue Feb 28 06:06:44 GMT 2023","192","","main.spec.ts","","","","List Update",""
"passed","Tue Feb 28 06:06:43 GMT 2023","Tue Feb 28 06:06:44 GMT 2023","238","","main.spec.ts","","","","List Create",""
"passed","Tue Feb 28 06:06:47 GMT 2023","Tue Feb 28 06:06:48 GMT 2023","1122","","main.spec.ts","","","","Duplicate a Campaign & Send",""
