"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 02 13:56:13 GMT 2024","Tue Jan 02 13:56:14 GMT 2024","1114","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Delete Test List",""
"passed","Tue Jan 02 13:47:45 GMT 2024","Tue Jan 02 13:47:50 GMT 2024","4378","api_test_suite","main.spec.ts","Forms Functionalities","","","From Submission - API",""
"passed","Tue Jan 02 13:52:03 GMT 2024","Tue Jan 02 13:52:04 GMT 2024","1223","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Delete List",""
"passed","Tue Jan 02 13:58:29 GMT 2024","Tue Jan 02 13:58:34 GMT 2024","5309","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Campaign Send",""
"passed","Tue Jan 02 13:57:56 GMT 2024","Tue Jan 02 13:57:57 GMT 2024","1651","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Subscribers Create for Campaign",""
"passed","Tue Jan 02 13:49:45 GMT 2024","Tue Jan 02 13:49:47 GMT 2024","2656","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscriber Delete",""
"passed","Tue Jan 02 13:56:33 GMT 2024","Tue Jan 02 13:56:35 GMT 2024","1478","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Delete Automation Delay",""
"passed","Tue Jan 02 13:47:08 GMT 2024","Tue Jan 02 13:47:08 GMT 2024","242","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Delete Custom Field",""
"passed","Tue Jan 02 13:54:50 GMT 2024","Tue Jan 02 13:54:51 GMT 2024","1684","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Subscriber Delete",""
"passed","Tue Jan 02 13:56:32 GMT 2024","Tue Jan 02 13:56:33 GMT 2024","1303","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Automation Details",""
"passed","Tue Jan 02 13:57:58 GMT 2024","Tue Jan 02 13:58:00 GMT 2024","1428","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Campaign Create",""
"passed","Tue Jan 02 13:47:04 GMT 2024","Tue Jan 02 13:47:05 GMT 2024","264","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Subscriber Create",""
"passed","Tue Jan 02 13:53:16 GMT 2024","Tue Jan 02 13:53:16 GMT 2024","246","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Check Subscriber's info - Signed up through Affiliate WP Integration",""
"passed","Tue Jan 02 13:56:42 GMT 2024","Tue Jan 02 13:56:49 GMT 2024","6849","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Complete woocom Order",""
"passed","Tue Jan 02 13:56:35 GMT 2024","Tue Jan 02 13:56:36 GMT 2024","1509","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Automation Activation",""
"passed","Tue Jan 02 13:52:13 GMT 2024","Tue Jan 02 13:52:15 GMT 2024","1151","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Automation Details",""
"passed","Tue Jan 02 13:53:32 GMT 2024","Tue Jan 02 13:53:33 GMT 2024","979","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Check Automation Status",""
"passed","Tue Jan 02 13:55:52 GMT 2024","Tue Jan 02 13:55:53 GMT 2024","247","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Delete",""
"passed","Tue Jan 02 13:47:02 GMT 2024","Tue Jan 02 13:47:03 GMT 2024","270","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Tag Create",""
"passed","Tue Jan 02 13:47:54 GMT 2024","Tue Jan 02 13:47:56 GMT 2024","1720","api_test_suite","main.spec.ts","Forms Functionalities","","","Delete Forms Test List",""
"passed","Tue Jan 02 13:54:55 GMT 2024","Tue Jan 02 13:54:56 GMT 2024","1199","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Details",""
"passed","Tue Jan 02 13:54:49 GMT 2024","Tue Jan 02 13:54:50 GMT 2024","249","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Automation Delete",""
"passed","Tue Jan 02 13:54:52 GMT 2024","Tue Jan 02 13:54:53 GMT 2024","250","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Contact Form 7 - List Create",""
"passed","Tue Jan 02 13:53:34 GMT 2024","Tue Jan 02 13:53:34 GMT 2024","277","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Subscriber Delete - Signed up through Affiliate WP Integration",""
"passed","Tue Jan 02 13:52:44 GMT 2024","Tue Jan 02 13:53:11 GMT 2024","26415","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Create Affiliate -e2e",""
"passed","Tue Jan 02 13:47:52 GMT 2024","Tue Jan 02 13:47:53 GMT 2024","774","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Delete",""
"passed","Tue Jan 02 13:47:02 GMT 2024","Tue Jan 02 13:47:02 GMT 2024","258","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Create Custom Field",""
"passed","Tue Jan 02 13:47:10 GMT 2024","Tue Jan 02 13:47:10 GMT 2024","283","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Verify Segment on Subscriber",""
"passed","Tue Jan 02 13:57:07 GMT 2024","Tue Jan 02 13:57:09 GMT 2024","2037","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Delete Automation Delay",""
"passed","Tue Jan 02 13:47:23 GMT 2024","Tue Jan 02 13:47:29 GMT 2024","6114","api_test_suite","main.spec.ts","Forms Functionalities","","","Inline Form Create",""
"passed","Tue Jan 02 13:57:38 GMT 2024","Tue Jan 02 13:57:39 GMT 2024","1134","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Check Automation Status",""
"passed","Tue Jan 02 13:57:06 GMT 2024","Tue Jan 02 13:57:07 GMT 2024","1149","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Details",""
"passed","Tue Jan 02 13:57:58 GMT 2024","Tue Jan 02 13:57:58 GMT 2024","247","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Segment Create (Using Email Address)",""
"passed","Tue Jan 02 13:47:11 GMT 2024","Tue Jan 02 13:47:11 GMT 2024","235","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Re-Check Segment on Subscriber",""
"passed","Tue Jan 02 13:47:08 GMT 2024","Tue Jan 02 13:47:08 GMT 2024","250","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Check Tag on Subscriber",""
"passed","Tue Jan 02 14:00:08 GMT 2024","Tue Jan 02 14:00:09 GMT 2024","1943","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Campaign Delete",""
"passed","Tue Jan 02 13:47:01 GMT 2024","Tue Jan 02 13:47:02 GMT 2024","889","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","List Update",""
"passed","Tue Jan 02 13:56:25 GMT 2024","Tue Jan 02 13:56:30 GMT 2024","4749","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Create woocom Product",""
"passed","Tue Jan 02 13:52:06 GMT 2024","Tue Jan 02 13:52:07 GMT 2024","969","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscribe on the Created List",""
"passed","Tue Jan 02 13:47:02 GMT 2024","Tue Jan 02 13:47:02 GMT 2024","273","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Update Custom Field",""
"passed","Tue Jan 02 13:59:24 GMT 2024","Tue Jan 02 14:00:08 GMT 2024","43536","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Re-check Campaign Activity",""
"passed","Tue Jan 02 13:47:18 GMT 2024","Tue Jan 02 13:47:20 GMT 2024","1706","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Details",""
"passed","Tue Jan 02 13:54:59 GMT 2024","Tue Jan 02 13:55:19 GMT 2024","19443","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Create Contact Form 7 - e2e",""
"passed","Tue Jan 02 13:47:09 GMT 2024","Tue Jan 02 13:47:09 GMT 2024","264","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Assign Tag on Subscriber",""
"passed","Tue Jan 02 13:51:16 GMT 2024","Tue Jan 02 13:51:59 GMT 2024","43159","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Check Re-Duplicated Campaign's Subscribers Count",""
"passed","Tue Jan 02 13:48:52 GMT 2024","Tue Jan 02 13:48:52 GMT 2024","293","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Re-Check Subscriber Status",""
"passed","Tue Jan 02 13:51:59 GMT 2024","Tue Jan 02 13:52:01 GMT 2024","2244","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Suppression Test Campaigns Delete",""
"passed","Tue Jan 02 13:47:11 GMT 2024","Tue Jan 02 13:47:11 GMT 2024","253","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Tag Delete",""
"passed","Tue Jan 02 13:56:54 GMT 2024","Tue Jan 02 13:56:58 GMT 2024","4883","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Delete woocom Order",""
"passed","Tue Jan 02 13:47:36 GMT 2024","Tue Jan 02 13:47:45 GMT 2024","8931","api_test_suite","main.spec.ts","Forms Functionalities","","","Forms Sync. with WP Site - API",""
"passed","Tue Jan 02 13:49:48 GMT 2024","Tue Jan 02 13:49:49 GMT 2024","793","api_test_suite","main.spec.ts","Suppression List Functionalities","","","List Create for Suppression List",""
"passed","Tue Jan 02 13:50:38 GMT 2024","Tue Jan 02 13:50:45 GMT 2024","7197","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Duplicate a Campaign & Send",""
"passed","Tue Jan 02 13:47:56 GMT 2024","Tue Jan 02 13:47:58 GMT 2024","1387","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscribers Create for Campaign",""
"passed","Tue Jan 02 13:47:58 GMT 2024","Tue Jan 02 13:48:00 GMT 2024","1832","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Campaign Create",""
"passed","Tue Jan 02 13:54:36 GMT 2024","Tue Jan 02 13:54:37 GMT 2024","1151","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Check Automation Status",""
"passed","Tue Jan 02 13:47:07 GMT 2024","Tue Jan 02 13:47:07 GMT 2024","249","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Verify Custom Field on Subscriber",""
"passed","Tue Jan 02 13:47:07 GMT 2024","Tue Jan 02 13:47:08 GMT 2024","249","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Remove Custom Field Value on Subscriber",""
"skipped","Tue Jan 02 13:57:39 GMT 2024","Tue Jan 02 13:57:39 GMT 2024","0","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Check Automation Activity",""
"passed","Tue Jan 02 13:47:56 GMT 2024","Tue Jan 02 13:47:56 GMT 2024","243","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","List Create for Campaign",""
"passed","Tue Jan 02 13:57:04 GMT 2024","Tue Jan 02 13:57:06 GMT 2024","1898","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Create",""
"passed","Tue Jan 02 13:47:21 GMT 2024","Tue Jan 02 13:47:23 GMT 2024","1538","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Activation",""
"passed","Tue Jan 02 13:47:53 GMT 2024","Tue Jan 02 13:47:53 GMT 2024","741","api_test_suite","main.spec.ts","Forms Functionalities","","","Form Delete",""
"passed","Tue Jan 02 13:52:07 GMT 2024","Tue Jan 02 13:52:07 GMT 2024","249","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Check Subscriber Status",""
"passed","Tue Jan 02 13:54:57 GMT 2024","Tue Jan 02 13:54:59 GMT 2024","2008","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Activation",""
"passed","Tue Jan 02 13:54:53 GMT 2024","Tue Jan 02 13:54:55 GMT 2024","2013","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Create",""
"passed","Tue Jan 02 13:47:50 GMT 2024","Tue Jan 02 13:47:50 GMT 2024","247","api_test_suite","main.spec.ts","Forms Functionalities","","","Subscriber's info - Signed up through Form",""
"passed","Tue Jan 02 13:56:51 GMT 2024","Tue Jan 02 13:56:52 GMT 2024","1281","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Subscriber Delete - Signed up through WooCommerce Integration",""
"passed","Tue Jan 02 13:49:55 GMT 2024","Tue Jan 02 13:50:38 GMT 2024","43023","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Check Campaign Activity & Subscriber Count",""
"passed","Tue Jan 02 13:47:13 GMT 2024","Tue Jan 02 13:47:14 GMT 2024","1092","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","List Delete",""
"passed","Tue Jan 02 13:52:18 GMT 2024","Tue Jan 02 13:52:44 GMT 2024","26639","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Create WP User - e2e",""
"passed","Tue Jan 02 13:49:50 GMT 2024","Tue Jan 02 13:49:51 GMT 2024","1462","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Campaign Create for Suppression List",""
"passed","Tue Jan 02 13:47:11 GMT 2024","Tue Jan 02 13:47:12 GMT 2024","359","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Segment Delete",""
"passed","Tue Jan 02 13:57:55 GMT 2024","Tue Jan 02 13:57:56 GMT 2024","747","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","List Create for Campaign",""
"passed","Tue Jan 02 13:48:52 GMT 2024","Tue Jan 02 13:49:00 GMT 2024","7170","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Duplicate a Campaign & Send",""
"passed","Tue Jan 02 13:54:32 GMT 2024","Tue Jan 02 13:54:33 GMT 2024","1556","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Delete Automation Delay",""
"passed","Tue Jan 02 13:47:08 GMT 2024","Tue Jan 02 13:47:08 GMT 2024","254","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Re-Check Custom Field on Subscriber",""
"passed","Tue Jan 02 13:49:43 GMT 2024","Tue Jan 02 13:49:45 GMT 2024","1975","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Campaign Delete",""
"passed","Tue Jan 02 13:47:06 GMT 2024","Tue Jan 02 13:47:07 GMT 2024","1162","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Add Custom Field Value on Subscriber",""
