"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 16 06:37:13 GMT 2023","Thu Feb 16 06:37:13 GMT 2023","301","","main.spec.ts","","","","List Create",""
"passed","Thu Feb 16 06:37:15 GMT 2023","Thu Feb 16 06:37:15 GMT 2023","326","","main.spec.ts","","","","Campaign Create",""
"passed","Thu Feb 16 06:37:14 GMT 2023","Thu Feb 16 06:37:14 GMT 2023","258","","main.spec.ts","","","","List Update",""
"passed","Thu Feb 16 06:37:18 GMT 2023","Thu Feb 16 06:37:18 GMT 2023","284","","main.spec.ts","","","","Campaign Delete",""
"passed","Thu Feb 16 06:37:14 GMT 2023","Thu Feb 16 06:37:14 GMT 2023","246","","main.spec.ts","","","","List Details",""
"passed","Thu Feb 16 06:37:14 GMT 2023","Thu Feb 16 06:37:15 GMT 2023","268","","main.spec.ts","","","","Subscriber Update",""
"skipped","Thu Feb 16 06:37:15 GMT 2023","Thu Feb 16 06:37:15 GMT 2023","0","","main.spec.ts","","","","Subscriber Delete",""
"passed","Thu Feb 16 06:37:13 GMT 2023","Thu Feb 16 06:37:13 GMT 2023","395","","main.spec.ts","","","","Login",""
"passed","Thu Feb 16 06:37:17 GMT 2023","Thu Feb 16 06:37:18 GMT 2023","1184","","main.spec.ts","","","","Duplicate a Campaign & Send",""
"skipped","Thu Feb 16 06:37:14 GMT 2023","Thu Feb 16 06:37:14 GMT 2023","0","","main.spec.ts","","","","List Delete",""
"passed","Thu Feb 16 06:37:15 GMT 2023","Thu Feb 16 06:37:17 GMT 2023","1885","","main.spec.ts","","","","Campaign Send",""
"passed","Thu Feb 16 06:37:14 GMT 2023","Thu Feb 16 06:37:14 GMT 2023","284","","main.spec.ts","","","","Subscriber Create",""
"passed","Thu Feb 16 06:37:13 GMT 2023","Thu Feb 16 06:37:14 GMT 2023","254","","main.spec.ts","","","","lists of List",""
