"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 14 07:14:35 GMT 2023","Tue Mar 14 07:14:36 GMT 2023","1257","","main.spec.ts","","","","Duplicate a Campaign & Send",""
"passed","Tue Mar 14 07:14:33 GMT 2023","Tue Mar 14 07:14:33 GMT 2023","340","","main.spec.ts","","","","Campaign Create",""
"passed","Tue Mar 14 07:14:31 GMT 2023","Tue Mar 14 07:14:31 GMT 2023","228","","main.spec.ts","","","","List Details",""
"skipped","Tue Mar 14 07:14:36 GMT 2023","Tue Mar 14 07:14:36 GMT 2023","1","","main.spec.ts","","","","Campaign Delete",""
"passed","Tue Mar 14 07:14:31 GMT 2023","Tue Mar 14 07:14:33 GMT 2023","1253","","main.spec.ts","","","","Sending Gateway Connect",""
"passed","Tue Mar 14 07:14:31 GMT 2023","Tue Mar 14 07:14:31 GMT 2023","257","","main.spec.ts","","","","Subscriber Update",""
"passed","Tue Mar 14 07:14:30 GMT 2023","Tue Mar 14 07:14:30 GMT 2023","256","","main.spec.ts","","","","lists of List",""
"passed","Tue Mar 14 07:14:33 GMT 2023","Tue Mar 14 07:14:35 GMT 2023","2266","","main.spec.ts","","","","Campaign Send",""
"passed","Tue Mar 14 07:14:31 GMT 2023","Tue Mar 14 07:14:31 GMT 2023","258","","main.spec.ts","","","","Subscriber Create",""
"passed","Tue Mar 14 07:14:30 GMT 2023","Tue Mar 14 07:14:31 GMT 2023","256","","main.spec.ts","","","","List Update",""
"passed","Tue Mar 14 07:14:29 GMT 2023","Tue Mar 14 07:14:30 GMT 2023","370","","main.spec.ts","","","","Login",""
"skipped","Tue Mar 14 07:14:31 GMT 2023","Tue Mar 14 07:14:31 GMT 2023","3","","main.spec.ts","","","","Subscriber Delete",""
"passed","Tue Mar 14 07:14:30 GMT 2023","Tue Mar 14 07:14:30 GMT 2023","279","","main.spec.ts","","","","List Create",""
"skipped","Tue Mar 14 07:14:31 GMT 2023","Tue Mar 14 07:14:31 GMT 2023","1","","main.spec.ts","","","","List Delete",""
