"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 17 12:12:49 GMT 2023","Mon Jul 17 12:12:50 GMT 2023","324","firefox","","","","","Form Sync with Frontend",""
"passed","Mon Jul 17 12:12:47 GMT 2023","Mon Jul 17 12:12:47 GMT 2023","324","firefox","","","","","Subscriber Create",""
"passed","Mon Jul 17 12:12:45 GMT 2023","Mon Jul 17 12:12:45 GMT 2023","578","firefox","","","","","Login",""
"passed","Mon Jul 17 12:12:46 GMT 2023","Mon Jul 17 12:12:47 GMT 2023","327","firefox","","","","","List Update",""
"passed","Mon Jul 17 12:12:48 GMT 2023","Mon Jul 17 12:12:48 GMT 2023","334","firefox","","","","","Inline Form Create",""
"passed","Mon Jul 17 12:12:47 GMT 2023","Mon Jul 17 12:12:47 GMT 2023","316","firefox","","","","","List Details",""
"passed","Mon Jul 17 12:12:47 GMT 2023","Mon Jul 17 12:12:48 GMT 2023","360","firefox","","","","","Subscribers List",""
"broken","Mon Jul 17 12:12:50 GMT 2023","Mon Jul 17 12:17:50 GMT 2023","300003","firefox","","","","","Forms Sync. with WP Site",""
"passed","Mon Jul 17 12:12:45 GMT 2023","Mon Jul 17 12:12:46 GMT 2023","328","firefox","","","","","List Create",""
"passed","Mon Jul 17 12:12:48 GMT 2023","Mon Jul 17 12:12:48 GMT 2023","332","firefox","","","","","Subscriber Update",""
"passed","Mon Jul 17 12:12:46 GMT 2023","Mon Jul 17 12:12:46 GMT 2023","781","firefox","","","","","Lists of List",""
"passed","Mon Jul 17 12:12:49 GMT 2023","Mon Jul 17 12:12:49 GMT 2023","664","firefox","","","","","Forms Update",""
"passed","Mon Jul 17 12:12:48 GMT 2023","Mon Jul 17 12:12:49 GMT 2023","345","firefox","","","","","Modal Form Create",""
