"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 02 07:13:42 GMT 2024","Tue Jan 02 07:13:45 GMT 2024","2200","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Enable Double-Opt-in of the Create List",""
"passed","Tue Jan 02 07:13:45 GMT 2024","Tue Jan 02 07:13:46 GMT 2024","1081","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscribe on the Created List",""
"passed","Tue Jan 02 07:24:07 GMT 2024","Tue Jan 02 07:24:11 GMT 2024","3595","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Subscriber Delete",""
"passed","Tue Jan 02 07:05:09 GMT 2024","Tue Jan 02 07:05:11 GMT 2024","1928","api_test_suite","main.spec.ts","Forms Functionalities","","","Delete Forms Test List",""
"passed","Tue Jan 02 07:04:06 GMT 2024","Tue Jan 02 07:04:06 GMT 2024","331","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Tag Create",""
"passed","Tue Jan 02 07:15:14 GMT 2024","Tue Jan 02 07:15:15 GMT 2024","360","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Check Subscriber's info - Signed up through Affiliate WP Integration",""
"passed","Tue Jan 02 07:20:51 GMT 2024","Tue Jan 02 07:20:52 GMT 2024","1008","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","List Create for WP ERP Integration",""
"failed","Tue Jan 02 07:12:44 GMT 2024","Tue Jan 02 07:13:13 GMT 2024","29070","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Delete List",""
"passed","Tue Jan 02 07:15:34 GMT 2024","Tue Jan 02 07:15:34 GMT 2024","343","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Validate Subscriber's info - Signed up through Affiliate WP Integration",""
"passed","Tue Jan 02 07:23:14 GMT 2024","Tue Jan 02 07:23:14 GMT 2024","342","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Un-assign Tag on Subscriber",""
"passed","Tue Jan 02 07:21:34 GMT 2024","Tue Jan 02 07:21:35 GMT 2024","1027","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Delete",""
"passed","Tue Jan 02 07:21:56 GMT 2024","Tue Jan 02 07:22:27 GMT 2024","30178","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Exclude Segment & Tag from campaign - e2e",""
"passed","Tue Jan 02 07:05:07 GMT 2024","Tue Jan 02 07:05:07 GMT 2024","318","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Delete",""
"passed","Tue Jan 02 07:20:16 GMT 2024","Tue Jan 02 07:20:17 GMT 2024","1050","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Check Automation Status",""
"passed","Tue Jan 02 07:06:59 GMT 2024","Tue Jan 02 07:07:02 GMT 2024","2561","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscriber Delete",""
"passed","Tue Jan 02 07:06:04 GMT 2024","Tue Jan 02 07:06:05 GMT 2024","1050","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Check Subscriber's Campaign Activity",""
"passed","Tue Jan 02 07:06:07 GMT 2024","Tue Jan 02 07:06:08 GMT 2024","1016","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Re-Check Subscriber Status",""
"failed","Tue Jan 02 07:11:48 GMT 2024","Tue Jan 02 07:12:15 GMT 2024","26269","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Suppression Test Campaigns Delete",""
"passed","Tue Jan 02 07:20:18 GMT 2024","Tue Jan 02 07:20:19 GMT 2024","1081","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Subscriber Delete - Signed up through WooCommerce Integration",""
"skipped","Tue Jan 02 07:18:19 GMT 2024","Tue Jan 02 07:18:19 GMT 2024","0","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","weMail List <-> Contact Form 7 - API",""
"passed","Tue Jan 02 07:17:08 GMT 2024","Tue Jan 02 07:17:08 GMT 2024","305","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Contact Form 7 - List Create",""
"passed","Tue Jan 02 07:21:33 GMT 2024","Tue Jan 02 07:21:33 GMT 2024","327","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Subscriber's info - Signed up through WP ERP Integration",""
"passed","Tue Jan 02 07:24:07 GMT 2024","Tue Jan 02 07:24:07 GMT 2024","376","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Segment Delete",""
"passed","Tue Jan 02 07:18:23 GMT 2024","Tue Jan 02 07:18:28 GMT 2024","5246","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Submit - Contact Form 7",""
"skipped","Tue Jan 02 07:04:58 GMT 2024","Tue Jan 02 07:04:58 GMT 2024","0","api_test_suite","main.spec.ts","Forms Functionalities","","","Form Submission from Frontend - e2e",""
"passed","Tue Jan 02 07:20:18 GMT 2024","Tue Jan 02 07:20:18 GMT 2024","335","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Automation Delete",""
"passed","Tue Jan 02 07:20:15 GMT 2024","Tue Jan 02 07:20:16 GMT 2024","314","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Subscriber's info - Signed up through WooCommerce Integration",""
"passed","Tue Jan 02 07:20:54 GMT 2024","Tue Jan 02 07:20:55 GMT 2024","1186","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Details",""
"passed","Tue Jan 02 07:04:07 GMT 2024","Tue Jan 02 07:04:07 GMT 2024","342","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Subscriber Create",""
"passed","Tue Jan 02 07:04:24 GMT 2024","Tue Jan 02 07:04:26 GMT 2024","1589","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Activation",""
"passed","Tue Jan 02 07:17:07 GMT 2024","Tue Jan 02 07:17:08 GMT 2024","1260","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Delete Test List",""
"passed","Tue Jan 02 07:17:14 GMT 2024","Tue Jan 02 07:17:15 GMT 2024","1689","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Activation",""
"passed","Tue Jan 02 07:19:26 GMT 2024","Tue Jan 02 07:19:29 GMT 2024","2610","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Automation Create",""
"passed","Tue Jan 02 07:17:49 GMT 2024","Tue Jan 02 07:18:19 GMT 2024","29383","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","weMail List <-> Contact Form 7 - e2e",""
"passed","Tue Jan 02 07:04:14 GMT 2024","Tue Jan 02 07:04:14 GMT 2024","327","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Re-Check Tag on Subscriber",""
"passed","Tue Jan 02 07:04:15 GMT 2024","Tue Jan 02 07:04:15 GMT 2024","316","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Segment Delete",""
