"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 01 11:47:15 GMT 2024","Mon Jan 01 11:47:43 GMT 2024","27830","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Delete Campaign Test List",""
"passed","Mon Jan 01 11:28:02 GMT 2024","Mon Jan 01 11:28:03 GMT 2024","1074","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Segment Delete",""
"passed","Mon Jan 01 11:28:30 GMT 2024","Mon Jan 01 11:28:31 GMT 2024","1309","api_test_suite","main.spec.ts","Forms Functionalities","","","Forms Update",""
"passed","Mon Jan 01 11:39:03 GMT 2024","Mon Jan 01 11:39:06 GMT 2024","2573","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Automation Create",""
"passed","Mon Jan 01 11:38:58 GMT 2024","Mon Jan 01 11:39:03 GMT 2024","4607","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Create woocom Product",""
"passed","Mon Jan 01 11:28:03 GMT 2024","Mon Jan 01 11:28:04 GMT 2024","1026","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Subscriber Delete",""
"passed","Mon Jan 01 11:39:34 GMT 2024","Mon Jan 01 11:39:35 GMT 2024","1071","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Check Automation Activity",""
"passed","Mon Jan 01 11:28:24 GMT 2024","Mon Jan 01 11:28:30 GMT 2024","6596","api_test_suite","main.spec.ts","Forms Functionalities","","","Modal Form Create",""
"passed","Mon Jan 01 11:30:54 GMT 2024","Mon Jan 01 11:30:56 GMT 2024","2003","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Delete Campaign Test List",""
"passed","Mon Jan 01 11:37:56 GMT 2024","Mon Jan 01 11:37:57 GMT 2024","283","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Subscriber's info - Signed up through Contact Form 7",""
"passed","Mon Jan 01 11:27:44 GMT 2024","Mon Jan 01 11:27:45 GMT 2024","1106","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Tag Update",""
"passed","Mon Jan 01 11:36:52 GMT 2024","Mon Jan 01 11:36:55 GMT 2024","2662","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Create",""
"passed","Mon Jan 01 11:28:12 GMT 2024","Mon Jan 01 11:28:14 GMT 2024","1645","api_test_suite","main.spec.ts","Forms Functionalities","","","Delete Automation Delay",""
"passed","Mon Jan 01 11:32:21 GMT 2024","Mon Jan 01 11:32:27 GMT 2024","6264","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Re-Duplicate a Campaign & Send",""
"passed","Mon Jan 01 11:27:56 GMT 2024","Mon Jan 01 11:27:57 GMT 2024","1096","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Verify Segment on Subscriber",""
"passed","Mon Jan 01 11:33:23 GMT 2024","Mon Jan 01 11:33:25 GMT 2024","1813","api_test_suite","main.spec.ts","Subscriber Verification for Double-Opt-in List","","","Subscriber Delete",""
"passed","Mon Jan 01 11:32:27 GMT 2024","Mon Jan 01 11:33:11 GMT 2024","43975","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Check Re-Duplicated Campaign's Subscribers Count",""
"passed","Mon Jan 01 11:27:48 GMT 2024","Mon Jan 01 11:27:49 GMT 2024","1086","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Subscriber Update",""
"passed","Mon Jan 01 11:27:55 GMT 2024","Mon Jan 01 11:27:55 GMT 2024","317","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Check Segment on Subscriber",""
"passed","Mon Jan 01 11:30:04 GMT 2024","Mon Jan 01 11:30:49 GMT 2024","45067","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Check Duplicated Campaign's Activity",""
"passed","Mon Jan 01 11:36:23 GMT 2024","Mon Jan 01 11:36:24 GMT 2024","1084","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","List Create",""
"passed","Mon Jan 01 11:28:08 GMT 2024","Mon Jan 01 11:28:10 GMT 2024","2000","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Create",""
"failed","Mon Jan 01 11:43:39 GMT 2024","Mon Jan 01 11:44:18 GMT 2024","38456","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Un-assign Tag on Subscriber",""
"passed","Mon Jan 01 11:39:50 GMT 2024","Mon Jan 01 11:39:51 GMT 2024","315","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","List Create for WP ERP Integration",""
