"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 07 11:03:36 GMT 2024","Sun Jan 07 11:03:41 GMT 2024","4807","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Campaign Send",""
"passed","Sun Jan 07 11:05:58 GMT 2024","Sun Jan 07 11:06:42 GMT 2024","43743","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Check Campaign Activity & Subscriber Count",""
"passed","Sun Jan 07 11:09:04 GMT 2024","Sun Jan 07 11:09:05 GMT 2024","1188","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Validate Subscriber's info - Signed up through Affiliate WP Integration",""
"passed","Sun Jan 07 11:02:32 GMT 2024","Sun Jan 07 11:02:33 GMT 2024","460","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Tag Update",""
"passed","Sun Jan 07 11:08:06 GMT 2024","Sun Jan 07 11:08:09 GMT 2024","2492","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Automation Activation",""
"skipped","Sun Jan 07 11:03:20 GMT 2024","Sun Jan 07 11:03:20 GMT 2024","0","api_test_suite","main.spec.ts","Forms Functionalities","","","Form Submission from Frontend - e2e",""
"passed","Sun Jan 07 11:02:29 GMT 2024","Sun Jan 07 11:02:30 GMT 2024","492","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Validate Created List",""
"passed","Sun Jan 07 11:10:51 GMT 2024","Sun Jan 07 11:10:54 GMT 2024","3520","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Submit - Contact Form 7",""
"passed","Sun Jan 07 11:08:09 GMT 2024","Sun Jan 07 11:08:27 GMT 2024","18685","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Create WP User - e2e",""
"passed","Sun Jan 07 11:02:50 GMT 2024","Sun Jan 07 11:02:52 GMT 2024","2185","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Create",""
"passed","Sun Jan 07 11:03:29 GMT 2024","Sun Jan 07 11:03:30 GMT 2024","1115","api_test_suite","main.spec.ts","Forms Functionalities","","","Form Delete",""
"passed","Sun Jan 07 11:02:41 GMT 2024","Sun Jan 07 11:02:41 GMT 2024","479","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Verify Tag on Subscriber",""
"passed","Sun Jan 07 11:08:45 GMT 2024","Sun Jan 07 11:08:49 GMT 2024","4256","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Affiliate Integration",""
"passed","Sun Jan 07 11:05:45 GMT 2024","Sun Jan 07 11:05:48 GMT 2024","2845","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscriber Delete",""
"passed","Sun Jan 07 11:02:31 GMT 2024","Sun Jan 07 11:02:32 GMT 2024","474","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Update Custom Field",""
"passed","Sun Jan 07 11:07:44 GMT 2024","Sun Jan 07 11:07:48 GMT 2024","3530","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Suppression Test Campaigns Delete",""
"passed","Sun Jan 07 11:09:55 GMT 2024","Sun Jan 07 11:10:07 GMT 2024","12436","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Check Automation Activity",""
"passed","Sun Jan 07 11:12:00 GMT 2024","Sun Jan 07 11:12:12 GMT 2024","11766","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","weMail <-> WP ERP - API",""
"passed","Sun Jan 07 11:11:42 GMT 2024","Sun Jan 07 11:11:43 GMT 2024","1227","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Check Automation Activity",""
"passed","Sun Jan 07 11:05:50 GMT 2024","Sun Jan 07 11:05:52 GMT 2024","1253","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Subscribers Create for Suppression List",""
"passed","Sun Jan 07 11:02:40 GMT 2024","Sun Jan 07 11:02:40 GMT 2024","453","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Check Segment on Subscriber",""
"passed","Sun Jan 07 11:03:33 GMT 2024","Sun Jan 07 11:03:34 GMT 2024","915","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscribers Create for Campaign",""
"passed","Sun Jan 07 11:06:52 GMT 2024","Sun Jan 07 11:06:53 GMT 2024","1149","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Subscriber Deleted from Suppression List",""
"passed","Sun Jan 07 11:11:14 GMT 2024","Sun Jan 07 11:11:15 GMT 2024","465","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","List Create for woocom Int.",""
"passed","Sun Jan 07 11:11:43 GMT 2024","Sun Jan 07 11:11:45 GMT 2024","1356","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Subscriber Delete - Signed up through WooCommerce Integration",""
"passed","Sun Jan 07 11:11:31 GMT 2024","Sun Jan 07 11:11:33 GMT 2024","1689","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Automation Activation",""
"passed","Sun Jan 07 11:03:11 GMT 2024","Sun Jan 07 11:03:20 GMT 2024","8926","api_test_suite","main.spec.ts","Forms Functionalities","","","Forms Sync. with WP Site - API",""
"passed","Sun Jan 07 11:07:00 GMT 2024","Sun Jan 07 11:07:44 GMT 2024","43956","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Check Re-Duplicated Campaign's Subscribers Count",""
"passed","Sun Jan 07 11:09:09 GMT 2024","Sun Jan 07 11:09:11 GMT 2024","1448","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Delete Test List",""
"passed","Sun Jan 07 11:11:46 GMT 2024","Sun Jan 07 11:11:49 GMT 2024","3172","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Delete woocom Order",""
"skipped","Sun Jan 07 11:03:20 GMT 2024","Sun Jan 07 11:03:20 GMT 2024","1","api_test_suite","main.spec.ts","Forms Functionalities","","","Forms Sync. with WP Site - e2e",""
"passed","Sun Jan 07 11:09:08 GMT 2024","Sun Jan 07 11:09:09 GMT 2024","478","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Automation Delete",""
"passed","Sun Jan 07 11:06:42 GMT 2024","Sun Jan 07 11:06:42 GMT 2024","456","api_test_suite","main.spec.ts","Suppression List Functionalities","","","Subscriber Added into Suppression List",""
"passed","Sun Jan 07 11:03:20 GMT 2024","Sun Jan 07 11:03:23 GMT 2024","3687","api_test_suite","main.spec.ts","Forms Functionalities","","","From Submission - API",""
"passed","Sun Jan 07 11:03:23 GMT 2024","Sun Jan 07 11:03:24 GMT 2024","1132","api_test_suite","main.spec.ts","Forms Functionalities","","","Subscriber's info - Signed up through Form",""
"passed","Sun Jan 07 11:08:27 GMT 2024","Sun Jan 07 11:08:45 GMT 2024","17564","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Create Affiliate -e2e",""
"passed","Sun Jan 07 11:09:07 GMT 2024","Sun Jan 07 11:09:08 GMT 2024","1220","api_test_suite","main.spec.ts","Functionalities of Affiliate WP Integration","","","Check Automation Activity",""
"passed","Sun Jan 07 11:11:55 GMT 2024","Sun Jan 07 11:11:56 GMT 2024","1405","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Details",""
