"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jan 01 19:55:21 GMT 2024","Mon Jan 01 19:55:21 GMT 2024","1","api_test_suite","main.spec.ts","Forms Functionalities","","","Forms Sync. with WP Site - e2e",""
"passed","Mon Jan 01 20:05:10 GMT 2024","Mon Jan 01 20:05:12 GMT 2024","1907","api_test_suite","main.spec.ts","Functionalities of WooCommerce Integration","","","Delete Test List",""
"passed","Mon Jan 01 19:54:40 GMT 2024","Mon Jan 01 19:54:41 GMT 2024","320","api_test_suite","main.spec.ts","Functionalities of List (Tag, Segment, Custom Field) & Subscriber","","","Re-Check Custom Field on Subscriber",""
"passed","Mon Jan 01 20:02:24 GMT 2024","Mon Jan 01 20:02:26 GMT 2024","1583","api_test_suite","main.spec.ts","Functionalities of Automation Feature","","","Delete Automation Delay",""
"passed","Mon Jan 01 19:56:25 GMT 2024","Mon Jan 01 19:56:26 GMT 2024","1074","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Check Subscriber's Campaign Activity",""
"passed","Mon Jan 01 19:55:33 GMT 2024","Mon Jan 01 19:55:35 GMT 2024","1351","api_test_suite","main.spec.ts","Standard Campaign Functionalities","","","Subscribers Create for Campaign",""
"passed","Mon Jan 01 20:03:50 GMT 2024","Mon Jan 01 20:03:50 GMT 2024","310","api_test_suite","main.spec.ts","Functionalities of Contact Form 7 Integration","","","Automation Delete",""
"passed","Mon Jan 01 19:55:28 GMT 2024","Mon Jan 01 19:55:29 GMT 2024","1025","api_test_suite","main.spec.ts","Forms Functionalities","","","Automation Delete",""
"passed","Mon Jan 01 20:07:32 GMT 2024","Mon Jan 01 20:07:33 GMT 2024","335","api_test_suite","main.spec.ts","Functionalities of WP ERP Integration","","","Automation Delete",""
"failed","Mon Jan 01 20:11:51 GMT 2024","Mon Jan 01 20:12:12 GMT 2024","20924","api_test_suite","main.spec.ts","Functionalities of Exclude Feature on Campaign","","","Subscriber Delete",""
