"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 16 07:53:04 GMT 2023","Thu Feb 16 07:53:05 GMT 2023","1509","","main.spec.ts","","","","Duplicate a Campaign & Send",""
"passed","Thu Feb 16 07:53:02 GMT 2023","Thu Feb 16 07:53:03 GMT 2023","406","","main.spec.ts","","","","Campaign Create",""
"passed","Thu Feb 16 07:53:01 GMT 2023","Thu Feb 16 07:53:02 GMT 2023","257","","main.spec.ts","","","","List Details",""
"passed","Thu Feb 16 07:53:00 GMT 2023","Thu Feb 16 07:53:01 GMT 2023","405","","main.spec.ts","","","","Login",""
"skipped","Thu Feb 16 07:53:02 GMT 2023","Thu Feb 16 07:53:02 GMT 2023","0","","main.spec.ts","","","","List Delete",""
"skipped","Thu Feb 16 07:53:02 GMT 2023","Thu Feb 16 07:53:02 GMT 2023","1","","main.spec.ts","","","","Subscriber Delete",""
"passed","Thu Feb 16 07:53:03 GMT 2023","Thu Feb 16 07:53:04 GMT 2023","865","","main.spec.ts","","","","Campaign Send",""
"passed","Thu Feb 16 07:53:05 GMT 2023","Thu Feb 16 07:53:05 GMT 2023","300","","main.spec.ts","","","","Campaign Delete",""
"passed","Thu Feb 16 07:53:01 GMT 2023","Thu Feb 16 07:53:01 GMT 2023","302","","main.spec.ts","","","","lists of List",""
"passed","Thu Feb 16 07:53:01 GMT 2023","Thu Feb 16 07:53:01 GMT 2023","303","","main.spec.ts","","","","List Create",""
"passed","Thu Feb 16 07:53:02 GMT 2023","Thu Feb 16 07:53:02 GMT 2023","294","","main.spec.ts","","","","Subscriber Create",""
"passed","Thu Feb 16 07:53:02 GMT 2023","Thu Feb 16 07:53:02 GMT 2023","295","","main.spec.ts","","","","Subscriber Update",""
"passed","Thu Feb 16 07:53:01 GMT 2023","Thu Feb 16 07:53:01 GMT 2023","278","","main.spec.ts","","","","List Update",""
