"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 06:10:30 GMT 2023","Tue Feb 28 06:10:30 GMT 2023","280","","main.spec.ts","","","","lists of List",""
"passed","Tue Feb 28 06:10:34 GMT 2023","Tue Feb 28 06:10:35 GMT 2023","1297","","main.spec.ts","","","","Duplicate a Campaign & Send",""
"passed","Tue Feb 28 06:10:31 GMT 2023","Tue Feb 28 06:10:31 GMT 2023","272","","main.spec.ts","","","","Subscriber Create",""
"passed","Tue Feb 28 06:10:31 GMT 2023","Tue Feb 28 06:10:32 GMT 2023","363","","main.spec.ts","","","","Campaign Create",""
"skipped","Tue Feb 28 06:10:35 GMT 2023","Tue Feb 28 06:10:35 GMT 2023","1","","main.spec.ts","","","","Campaign Delete",""
"passed","Tue Feb 28 06:10:30 GMT 2023","Tue Feb 28 06:10:30 GMT 2023","294","","main.spec.ts","","","","List Create",""
"passed","Tue Feb 28 06:10:31 GMT 2023","Tue Feb 28 06:10:31 GMT 2023","258","","main.spec.ts","","","","Subscriber Update",""
"skipped","Tue Feb 28 06:10:31 GMT 2023","Tue Feb 28 06:10:31 GMT 2023","1","","main.spec.ts","","","","List Delete",""
"passed","Tue Feb 28 06:10:31 GMT 2023","Tue Feb 28 06:10:31 GMT 2023","249","","main.spec.ts","","","","List Details",""
"skipped","Tue Feb 28 06:10:31 GMT 2023","Tue Feb 28 06:10:31 GMT 2023","1","","main.spec.ts","","","","Subscriber Delete",""
"passed","Tue Feb 28 06:10:30 GMT 2023","Tue Feb 28 06:10:31 GMT 2023","254","","main.spec.ts","","","","List Update",""
"passed","Tue Feb 28 06:10:32 GMT 2023","Tue Feb 28 06:10:34 GMT 2023","1862","","main.spec.ts","","","","Campaign Send",""
"passed","Tue Feb 28 06:10:29 GMT 2023","Tue Feb 28 06:10:30 GMT 2023","403","","main.spec.ts","","","","Login",""
